InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545991,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,3/8/2011 13:12,6.95,15311.0,United Kingdom
537823,22811,SET OF 6 T-LIGHTS CACTI ,1,12/8/2010 14:25,5.91,,United Kingdom
576686,48194,DOORMAT HEARTS,1,11/16/2011 12:08,8.25,16916.0,United Kingdom
573542,23266,SET OF 3 WOODEN STOCKING DECORATION,6,10/31/2011 13:03,1.25,14702.0,United Kingdom
550542,85212,MINI PAINTED GARDEN DECORATION ,6,4/19/2011 11:37,1.63,,United Kingdom
536956,22115,METAL SIGN EMPIRE TEA,6,12/3/2010 12:43,2.95,14210.0,United Kingdom
540499,22625,RED KITCHEN SCALES,1,1/9/2011 10:21,8.5,16923.0,United Kingdom
537237,84991,60 TEATIME FAIRY CAKE CASES,1,12/6/2010 9:58,1.28,,United Kingdom
544574,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2/21/2011 13:51,4.25,12365.0,Cyprus
537335,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/6/2010 12:15,1.95,15048.0,United Kingdom
540530,22112,CHOCOLATE HOT WATER BOTTLE,3,1/9/2011 14:02,4.95,14755.0,United Kingdom
580089,22592,CARDHOLDER HOLLY WREATH METAL,8,12/1/2011 14:34,3.75,14732.0,United Kingdom
559817,23201,JUMBO BAG ALPHABET,3,7/12/2011 16:20,4.13,,United Kingdom
564840,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,8/30/2011 12:49,10.79,,United Kingdom
574684,20713,JUMBO BAG OWLS,20,11/6/2011 12:56,1.79,17581.0,United Kingdom
553543,21931,JUMBO STORAGE BAG SUKI,7,5/17/2011 15:35,4.13,,United Kingdom
557758,72232,FENG SHUI PILLAR CANDLE,12,6/22/2011 13:28,0.19,17585.0,United Kingdom
577171,23474,WOODLAND SMALL BLUE FELT HEART,12,11/18/2011 10:52,0.83,17159.0,United Kingdom
543030,21062,PARTY INVITES SPACEMAN,12,2/2/2011 15:22,0.85,12437.0,France
567211,23187,FRENCH STYLE STORAGE JAR BONBONS,12,9/19/2011 11:02,0.29,14159.0,United Kingdom
558063,23080,RED METAL BOX TOP SECRET,1,6/24/2011 15:28,8.25,16395.0,United Kingdom
577782,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,11/21/2011 16:17,1.65,16549.0,United Kingdom
579187,22371,AIRLINE BAG VINTAGE TOKYO 78,1,11/28/2011 15:31,8.29,,United Kingdom
550017,21171,BATHROOM METAL SIGN ,12,4/14/2011 11:07,1.45,17865.0,United Kingdom
576137,22752,SET 7 BABUSHKA NESTING BOXES,24,11/14/2011 10:45,7.65,15482.0,United Kingdom
575060,23542,WALL ART 70'S ALPHABET ,4,11/8/2011 12:29,8.25,13089.0,United Kingdom
556734,84991,60 TEATIME FAIRY CAKE CASES,24,6/14/2011 12:00,0.55,13476.0,United Kingdom
562551,21907,I'M ON HOLIDAY METAL SIGN,2,8/5/2011 16:19,2.1,17231.0,United Kingdom
550000,22429,ENAMEL MEASURING JUG CREAM,4,4/14/2011 9:18,4.25,17058.0,United Kingdom
556100,21993,FLORAL FOLK STATIONERY SET,12,6/8/2011 16:00,1.25,15238.0,United Kingdom
561900,21787,RAIN PONCHO RETROSPOT,8,7/31/2011 15:31,0.85,16655.0,United Kingdom
553751,22560,TRADITIONAL MODELLING CLAY,24,5/19/2011 10:16,1.25,15630.0,United Kingdom
579854,23502,PLAYING CARDS VINTAGE DOILY ,4,11/30/2011 16:26,1.25,14713.0,United Kingdom
540026,21949,SET OF 6 STRAWBERRY CHOPSTICKS,2,1/4/2011 13:25,1.28,,United Kingdom
578344,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,11/24/2011 9:21,0.83,,United Kingdom
545991,21244,BLUE POLKADOT PLATE ,96,3/8/2011 13:12,1.45,15311.0,United Kingdom
556108,22692,DOORMAT WELCOME TO OUR HOME,3,6/8/2011 17:59,8.29,,United Kingdom
573373,22271,FELTCRAFT DOLL ROSIE,1,10/30/2011 13:37,2.95,14684.0,United Kingdom
568408,22631,CIRCUS PARADE LUNCH BOX ,2,9/27/2011 10:40,4.13,,United Kingdom
544776,84030e,ENGLISH ROSE HOT WATER BOTTLE,3,2/23/2011 11:39,8.29,,United Kingdom
570776,23241,TREASURE TIN GYMKHANA DESIGN,12,10/12/2011 11:45,2.08,13985.0,United Kingdom
562733,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,8/9/2011 10:20,2.55,14626.0,United Kingdom
574866,23265,SET OF 3 WOODEN TREE DECORATIONS,2,11/7/2011 12:34,1.25,12748.0,United Kingdom
569223,16236,KITTY PENCIL ERASERS,28,10/2/2011 13:49,0.21,16283.0,United Kingdom
573126,22333,RETROSPOT PARTY BAG + STICKER SET,16,10/27/2011 16:32,1.65,15738.0,United Kingdom
536592,22814,CARD PARTY GAMES ,5,12/1/2010 17:06,0.85,,United Kingdom
544681,21446,12 RED ROSE PEG PLACE SETTINGS,2,2/22/2011 16:28,2.46,,United Kingdom
567905,22653,BUTTON BOX ,10,9/22/2011 16:37,1.95,12952.0,United Kingdom
547199,37370,RETRO COFFEE MUGS ASSORTED,6,3/21/2011 12:53,1.25,14606.0,United Kingdom
560453,23103,JINGLE BELL HEART DECORATION,24,7/19/2011 9:52,1.65,13209.0,United Kingdom
540523,21383,PACK OF 12 STICKY BUNNIES,10,1/9/2011 12:51,0.65,13069.0,United Kingdom
554514,22663,JUMBO BAG DOLLY GIRL DESIGN,1,5/24/2011 15:58,4.13,,United Kingdom
564230,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,8/24/2011 10:22,4.96,,United Kingdom
580115,22560,TRADITIONAL MODELLING CLAY,4,12/1/2011 16:22,2.46,,United Kingdom
540026,85131B,BEADED CRYSTAL HEART GREEN ON STICK,4,1/4/2011 13:25,0.85,,United Kingdom
555383,22554,PLASTERS IN TIN WOODLAND ANIMALS,5,6/2/2011 15:13,1.65,12517.0,Germany
559055,21329,DINOSAURS  WRITING SET ,8,7/5/2011 17:09,0.83,,United Kingdom
564755,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,5,8/30/2011 10:31,1.63,,United Kingdom
569202,23644,SET 10 CARDS CHRISTMAS TREE 16955,1,9/30/2011 17:22,3.33,,United Kingdom
571931,21987,PACK OF 6 SKULL PAPER CUPS,1,10/19/2011 16:59,1.63,,United Kingdom
546019,22267,EASTER DECORATION EGG BUNNY ,1,3/8/2011 17:25,1.25,14507.0,United Kingdom
538418,21215,IVORY PAPER CUP CAKE CASES ,2,12/12/2010 12:00,0.55,17372.0,United Kingdom
559981,21175,GIN + TONIC DIET METAL SIGN,5,7/14/2011 11:30,2.55,14562.0,United Kingdom
541423,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,1/17/2011 17:54,0.83,,United Kingdom
539292,22222,CAKE PLATE LOVEBIRD WHITE,3,12/16/2010 16:42,4.95,16539.0,United Kingdom
568183,22670,FRENCH WC SIGN BLUE METAL,1,9/25/2011 13:47,1.25,13991.0,United Kingdom
541128,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,1/14/2011 10:12,5.79,,United Kingdom
558885,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,7/4/2011 15:10,0.65,13267.0,United Kingdom
565427,72799E,IVORY PILLAR CANDLE SILVER FLOCK,3,9/4/2011 12:49,2.95,17774.0,United Kingdom
557474,21115,ROSE CARAVAN DOORSTOP,10,6/20/2011 13:29,6.75,12432.0,Norway
541391,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,1/17/2011 15:05,0.65,13983.0,United Kingdom
541827,22908,PACK OF 20 NAPKINS RED APPLES,2,1/21/2011 17:05,1.63,,United Kingdom
540644,21877,HOME SWEET HOME MUG,24,1/10/2011 14:16,1.25,16303.0,United Kingdom
570488,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,10/10/2011 17:12,6.63,14096.0,United Kingdom
558567,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,6/30/2011 14:37,1.65,14191.0,United Kingdom
581453,23310,BUBBLEGUM RING ASSORTED,36,12/8/2011 18:15,0.42,16401.0,United Kingdom
558199,22644,CERAMIC CHERRY CAKE MONEY BANK,4,6/27/2011 12:58,1.45,17110.0,United Kingdom
572517,21884,CAKES AND BOWS GIFT  TAPE,3,10/24/2011 14:47,0.65,15068.0,United Kingdom
572331,21495,SKULLS AND CROSSBONES WRAP,25,10/24/2011 10:18,0.42,16491.0,United Kingdom
568185,21166,COOK WITH WINE METAL SIGN ,1,9/25/2011 14:08,2.08,16594.0,United Kingdom
553182,23171,REGENCY TEA PLATE GREEN ,6,5/15/2011 12:21,1.65,17107.0,United Kingdom
551340,84016,FLAG OF ST GEORGE CAR FLAG,2,4/27/2011 17:23,0.83,,United Kingdom
568794,22467,GUMBALL COAT RACK,6,9/29/2011 10:10,2.55,17447.0,United Kingdom
565231,82578,KITCHEN METAL SIGN,1,9/2/2011 9:26,1.25,,United Kingdom
543189,21383,PACK OF 12 STICKY BUNNIES,12,2/4/2011 11:48,0.65,17517.0,United Kingdom
561085,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,7/25/2011 9:26,1.65,14367.0,United Kingdom
557938,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,6/23/2011 15:35,0.83,,United Kingdom
562377,22564,ALPHABET STENCIL CRAFT,4,8/4/2011 15:04,1.25,14535.0,United Kingdom
555851,23091,ZINC HERB GARDEN CONTAINER,1,6/7/2011 13:37,6.25,13050.0,United Kingdom
579297,85099B,JUMBO BAG RED RETROSPOT,16,11/29/2011 11:23,4.13,,United Kingdom
572295,22955,36 FOIL STAR CAKE CASES ,1,10/23/2011 13:49,2.1,16686.0,United Kingdom
578067,23296,SET OF 6 TEA TIME BAKING CASES,2,11/22/2011 15:43,3.29,,United Kingdom
554929,85176,SEWING SUSAN 21 NEEDLE SET,12,5/27/2011 13:16,0.85,13018.0,United Kingdom
C575606,CRUK,CRUK Commission,-1,11/10/2011 12:37,517.51,14096.0,United Kingdom
580914,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12/6/2011 13:42,4.95,14871.0,United Kingdom
564139,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,8/23/2011 11:41,8.5,16904.0,United Kingdom
549294,37370,RETRO COFFEE MUGS ASSORTED,3,4/7/2011 19:27,1.25,13230.0,United Kingdom
557494,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,6/20/2011 15:19,5.79,,United Kingdom
553585,21497,FANCY FONTS BIRTHDAY WRAP,25,5/18/2011 10:41,0.42,15301.0,United Kingdom
564197,22607,WOODEN ROUNDERS GARDEN SET ,2,8/23/2011 17:13,9.95,13425.0,United Kingdom
580438,22138,BAKING SET 9 PIECE RETROSPOT ,6,12/4/2011 12:17,4.95,12827.0,United Kingdom
554920,22624,IVORY KITCHEN SCALES,2,5/27/2011 12:41,8.5,16275.0,United Kingdom
581400,22553,PLASTERS IN TIN SKULLS,3,12/8/2011 13:36,1.65,14056.0,United Kingdom
566591,17084J,LOVE POTION MASALA INCENSE,25,9/13/2011 14:53,0.21,16036.0,United Kingdom
568882,85099B,JUMBO BAG RED RETROSPOT,10,9/29/2011 12:39,2.08,12839.0,United Kingdom
562525,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,8/5/2011 13:35,12.75,18282.0,United Kingdom
563352,22784,LANTERN CREAM GAZEBO ,3,8/15/2011 14:32,4.95,15706.0,United Kingdom
575177,22101,MIRROR MOSAIC VOTIVE HOLDER,10,11/8/2011 18:41,2.46,,United Kingdom
557484,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,6/20/2011 14:36,1.25,14796.0,United Kingdom
539082,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,12/16/2010 9:22,2.55,13317.0,United Kingdom
566171,22271,FELTCRAFT DOLL ROSIE,1,9/9/2011 12:22,2.95,18118.0,United Kingdom
577532,22986,WRAP GINGHAM ROSE ,25,11/20/2011 14:01,0.42,16666.0,United Kingdom
581023,85049a,TRADITIONAL CHRISTMAS RIBBONS,9,12/7/2011 10:35,3.29,,United Kingdom
547563,22971,QUEENS GUARD COFFEE MUG,6,3/24/2011 8:56,2.55,15651.0,United Kingdom
538662,90210D,PURPLE ACRYLIC FACETED BANGLE,12,12/13/2010 15:44,1.25,15159.0,United Kingdom
536592,21993,FLORAL FOLK STATIONERY SET,6,12/1/2010 17:06,2.51,,United Kingdom
568321,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,9/26/2011 13:36,1.65,13639.0,United Kingdom
543192,22564,ALPHABET STENCIL CRAFT,144,2/4/2011 11:55,1.06,17381.0,United Kingdom
568872,22659,LUNCH BOX I LOVE LONDON,12,9/29/2011 12:12,1.95,12372.0,Denmark
548154,21539,RED RETROSPOT BUTTER DISH,3,3/29/2011 13:06,4.95,17675.0,United Kingdom
565115,21621,VINTAGE UNION JACK BUNTING,3,9/1/2011 11:22,8.5,16880.0,United Kingdom
581439,22477,WATERING CAN GARDEN MARKER,1,12/8/2011 16:30,2.46,,United Kingdom
545060,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2/27/2011 13:47,1.25,15547.0,United Kingdom
578705,20712,JUMBO BAG WOODLAND ANIMALS,2,11/25/2011 11:12,2.08,12531.0,Germany
564050,20713,JUMBO BAG OWLS,10,8/22/2011 13:32,2.08,17160.0,United Kingdom
538895,84660B,BLACK STITCHED WALL CLOCK,20,12/15/2010 9:07,1.25,14401.0,United Kingdom
536600,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,12/2/2010 8:32,4.95,17850.0,United Kingdom
536592,22262,FELT EGG COSY CHICKEN,3,12/1/2010 17:06,1.66,,United Kingdom
537823,22540,MINI JIGSAW CIRCUS PARADE ,1,12/8/2010 14:25,0.85,,United Kingdom
573262,23103,JINGLE BELL HEART DECORATION,24,10/28/2011 12:33,1.65,16851.0,United Kingdom
554103,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,5/22/2011 13:51,1.65,15555.0,United Kingdom
538566,22601,CHRISTMAS RETROSPOT ANGEL WOOD,1,12/13/2010 11:21,1.66,,United Kingdom
562980,22662,LUNCH BAG DOLLY GIRL DESIGN,10,8/11/2011 11:44,1.65,17686.0,United Kingdom
546306,22178,VICTORIAN GLASS HANGING T-LIGHT,7,3/10/2011 16:16,2.46,,United Kingdom
545695,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,3/6/2011 14:15,4.95,17050.0,United Kingdom
571747,21755,LOVE BUILDING BLOCK WORD,3,10/19/2011 10:59,6.25,13849.0,United Kingdom
578667,16237,SLEEPING CAT ERASERS,5,11/24/2011 17:10,0.21,15514.0,United Kingdom
549970,84725,FREESTYLE CANVAS ART PICTURE,1,4/13/2011 14:25,1.65,15026.0,United Kingdom
547799,22998,TRAVEL CARD WALLET KEEP CALM,24,3/25/2011 12:48,0.42,17139.0,United Kingdom
572513,71053,WHITE METAL LANTERN,1,10/24/2011 14:36,3.75,16728.0,United Kingdom
548757,22427,ENAMEL FLOWER JUG CREAM,3,4/4/2011 12:31,5.95,17419.0,United Kingdom
542906,90214L,"LETTER ""L"" BLING KEY RING",1,2/1/2011 15:12,0.83,,United Kingdom
558881,21238,RED RETROSPOT CUP,8,7/4/2011 14:36,0.85,12705.0,Germany
564342,23005,TRAVEL CARD WALLET I LOVE LONDON,4,8/24/2011 14:53,0.42,16340.0,United Kingdom
578155,22621,TRADITIONAL KNITTING NANCY,2,11/23/2011 11:32,1.65,12748.0,United Kingdom
C547232,22424,ENAMEL BREAD BIN CREAM,-1,3/21/2011 16:15,12.75,12994.0,United Kingdom
570268,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,48,10/10/2011 10:16,3.39,13098.0,United Kingdom
541422,90166,PINK & WHITE ROSEBUD RING,1,1/17/2011 17:48,4.15,,United Kingdom
562258,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,8/3/2011 15:28,1.45,16348.0,United Kingdom
562936,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,8/10/2011 17:12,1.65,,United Kingdom
564837,DOT,DOTCOM POSTAGE,1,8/30/2011 12:40,177.63,,United Kingdom
558777,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2,7/4/2011 10:23,4.13,,United Kingdom
570964,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,10/13/2011 11:50,2.1,12766.0,Portugal
541012,20971,PINK BLUE FELT CRAFT TRINKET BOX,6,1/13/2011 11:48,1.25,17019.0,United Kingdom
569533,21754,HOME BUILDING BLOCK WORD,1,10/4/2011 15:21,6.25,16374.0,United Kingdom
566195,20665,RED RETROSPOT PURSE ,12,9/9/2011 13:44,2.95,12433.0,Norway
571671,22155,STAR DECORATION RUSTIC,24,10/18/2011 13:15,0.42,16940.0,United Kingdom
566213,22748,POPPY'S PLAYHOUSE KITCHEN,6,9/9/2011 15:09,2.1,14895.0,United Kingdom
557611,47480,HANGING PHOTO CLIP ROPE LADDER,24,6/21/2011 12:35,1.65,17695.0,United Kingdom
569673,23067,HANGING ENGRAVED METAL HEART,3,10/5/2011 13:58,4.15,17222.0,United Kingdom
547687,82600,NO SINGING METAL SIGN,6,3/24/2011 14:52,2.1,15078.0,United Kingdom
548708,82494L,WOODEN FRAME ANTIQUE WHITE ,6,4/3/2011 12:41,2.95,13269.0,United Kingdom
572103,22906,12 MESSAGE CARDS WITH ENVELOPES,1,10/20/2011 15:57,1.65,17571.0,United Kingdom
539761,85059,FRENCH ENAMEL WATER BASIN,8,12/22/2010 10:29,1.25,17593.0,United Kingdom
563924,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,8/21/2011 14:32,3.75,15984.0,United Kingdom
569021,23237,SET OF 4 KNICK KNACK TINS LEAVES ,12,9/30/2011 9:40,4.15,15321.0,United Kingdom
562388,23156,SET OF 5 MINI GROCERY MAGNETS,12,8/4/2011 15:52,2.08,18099.0,United Kingdom
544846,22467,GUMBALL COAT RACK,2,2/24/2011 11:11,2.55,16719.0,United Kingdom
578349,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,11/24/2011 9:50,2.1,14539.0,United Kingdom
579166,22730,ALARM CLOCK BAKELIKE IVORY,4,11/28/2011 14:02,3.75,14290.0,United Kingdom
564379,21874,GIN AND TONIC MUG,12,8/25/2011 10:32,1.25,16779.0,United Kingdom
571433,22712,CARD DOLLY GIRL ,12,10/17/2011 13:19,0.42,13015.0,United Kingdom
554106,21558,SKULL LUNCH BOX WITH CUTLERY ,6,5/22/2011 14:05,2.55,12710.0,Germany
541592,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,1/19/2011 15:08,3.29,,United Kingdom
553842,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,5/19/2011 12:24,0.29,12524.0,Germany
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/1/2010 9:32,2.55,17850.0,United Kingdom
537666,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,12/7/2010 18:36,3.36,,United Kingdom
567673,22288,HANGING METAL RABBIT DECORATION,1,9/21/2011 15:43,2.46,,United Kingdom
576339,82616B,FRAPPUCINO SCARF KNITTING KIT,2,11/14/2011 15:27,2.46,14096.0,United Kingdom
576665,85099B,JUMBO BAG RED RETROSPOT,6,11/16/2011 11:46,2.08,17841.0,United Kingdom
573442,23084,RABBIT NIGHT LIGHT,24,10/31/2011 10:42,1.79,12488.0,France
545719,22824,3 TIER SWEETHEART GARDEN SHELF,4,3/7/2011 10:28,32.95,13344.0,United Kingdom
578926,22457,NATURAL SLATE HEART CHALKBOARD ,1,11/27/2011 12:24,2.95,18156.0,United Kingdom
539988,20751,FUNKY WASHING UP GLOVES ASSORTED,2,12/23/2010 16:06,2.1,18116.0,United Kingdom
558067,23206,LUNCH BAG APPLE DESIGN,20,6/24/2011 15:51,1.65,14156.0,EIRE
562222,22178,VICTORIAN GLASS HANGING T-LIGHT,192,8/3/2011 14:33,1.06,18073.0,United Kingdom
540355,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9,1/6/2011 15:11,3.36,,United Kingdom
552724,23054,RECYCLED ACAPULCO MAT LAVENDER,2,5/11/2011 10:29,8.25,13418.0,United Kingdom
545576,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,3/3/2011 18:46,7.95,15611.0,United Kingdom
579508,84247E,PACK OF 12 CHRISTMAS FUN CARDS,1,11/29/2011 16:33,2.46,,United Kingdom
555110,21558,SKULL LUNCH BOX WITH CUTLERY ,1,5/31/2011 14:34,2.55,17841.0,United Kingdom
569693,22804,CANDLEHOLDER PINK HANGING HEART,2,10/5/2011 15:18,2.95,17837.0,United Kingdom
573351,85034A,3 GARDENIA MORRIS BOXED CANDLES,24,10/30/2011 12:34,1.25,13524.0,United Kingdom
568645,22630,DOLLY GIRL LUNCH BOX,12,9/28/2011 11:38,1.95,12656.0,France
554787,21770,OPEN CLOSED METAL SIGN,3,5/26/2011 11:51,4.95,16356.0,United Kingdom
556767,22697,GREEN REGENCY TEACUP AND SAUCER,6,6/14/2011 12:17,2.95,18073.0,United Kingdom
554812,21232,STRAWBERRY CERAMIC TRINKET BOX,4,5/26/2011 13:21,1.25,15005.0,United Kingdom
549573,90200D,PINK SWEETHEART BRACELET,2,4/10/2011 16:01,4.25,14504.0,United Kingdom
560926,21708,FOLDING UMBRELLA CREAM POLKADOT,1,7/22/2011 9:20,3.29,,United Kingdom
538518,22575,METAL MERRY CHRISTMAS WREATH,3,12/12/2010 16:14,1.95,14505.0,United Kingdom
571705,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,10/18/2011 15:22,2.95,12360.0,Austria
555556,82482,WOODEN PICTURE FRAME WHITE FINISH,6,6/5/2011 14:04,2.55,15704.0,United Kingdom
557013,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,6/16/2011 12:05,8.95,15044.0,United Kingdom
567303,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,9/19/2011 13:20,2.95,17613.0,United Kingdom
543161,22424,ENAMEL BREAD BIN CREAM,1,2/3/2011 17:01,12.75,14497.0,United Kingdom
540977,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,1/12/2011 15:01,3.36,,United Kingdom
568325,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,9/26/2011 13:57,4.15,14667.0,United Kingdom
565840,21935,SUKI  SHOULDER BAG,9,9/7/2011 12:02,1.63,,United Kingdom
564840,22362,GLASS JAR PEACOCK BATH SALTS,3,8/30/2011 12:49,5.79,,United Kingdom
556916,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,6/15/2011 13:35,4.95,16898.0,United Kingdom
538807,21802,CHRISTMAS TREE HEART DECORATION,1,12/14/2010 12:06,0.42,17194.0,United Kingdom
571745,22112,CHOCOLATE HOT WATER BOTTLE,3,10/19/2011 10:48,4.95,14911.0,EIRE
556484,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,6/12/2011 13:17,4.15,16938.0,United Kingdom
565388,23035,DRAWER KNOB CERAMIC IVORY,6,9/2/2011 15:56,1.45,14415.0,United Kingdom
572183,21121,SET/10 RED POLKADOT PARTY CANDLES,24,10/21/2011 10:50,1.25,16153.0,United Kingdom
568164,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,9/25/2011 12:39,0.29,14561.0,United Kingdom
580730,22549,PICTURE DOMINOES,1,12/5/2011 17:28,3.29,,United Kingdom
546366,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,3/11/2011 11:37,0.42,12748.0,United Kingdom
557626,21713,CITRONELLA CANDLE FLOWERPOT,8,6/21/2011 14:29,2.1,14175.0,United Kingdom
538856,22417,PACK OF 60 SPACEBOY CAKE CASES,48,12/14/2010 13:51,0.55,14057.0,United Kingdom
551724,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,5/3/2011 17:12,1.45,15976.0,United Kingdom
554382,21716,BOYS VINTAGE TIN SEASIDE BUCKET,6,5/24/2011 11:55,2.55,17365.0,United Kingdom
548529,84879,ASSORTED COLOUR BIRD ORNAMENT,8,3/31/2011 16:56,1.69,18223.0,United Kingdom
571017,23545,WRAP RED VINTAGE DOILY,50,10/13/2011 12:17,0.42,15116.0,United Kingdom
551653,22730,ALARM CLOCK BAKELIKE IVORY,4,5/3/2011 12:03,3.75,13282.0,United Kingdom
544495,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2/21/2011 11:42,1.65,12766.0,Portugal
C563483,22927,GREEN GIANT GARDEN THERMOMETER,-1,8/16/2011 15:59,5.95,14175.0,United Kingdom
580831,22467,GUMBALL COAT RACK,6,12/6/2011 11:39,2.55,14418.0,United Kingdom
548893,20724,RED RETROSPOT CHARLOTTE BAG,3,4/4/2011 15:54,1.63,,United Kingdom
571909,21865,PINK UNION JACK  PASSPORT COVER ,1,10/19/2011 15:08,2.1,15006.0,United Kingdom
571937,23263,SET OF 3 WOODEN HEART DECORATIONS,96,10/20/2011 9:28,1.04,14911.0,EIRE
571918,23117,POPPY FIELDS CHOPPING BOARD,1,10/19/2011 16:05,4.95,17350.0,United Kingdom
C536760,22175,PINK OWL SOFT TOY,-1,12/2/2010 14:29,2.95,17547.0,United Kingdom
565087,23084,RABBIT NIGHT LIGHT,6,9/1/2011 10:03,2.08,13276.0,United Kingdom
547399,48194,DOORMAT HEARTS,1,3/22/2011 16:55,14.13,,United Kingdom
549832,22489,PACK OF 12 TRADITIONAL CRAYONS,24,4/12/2011 13:10,0.42,17278.0,United Kingdom
561091,21989,PACK OF 20 SKULL PAPER NAPKINS,2,7/25/2011 9:55,1.63,,United Kingdom
563354,22093,MOTORING TISSUE BOX,2,8/15/2011 14:35,0.39,15271.0,United Kingdom
580318,85099B,JUMBO BAG RED RETROSPOT,10,12/2/2011 15:39,2.08,17686.0,United Kingdom
579777,21257,VICTORIAN SEWING BOX MEDIUM,1,11/30/2011 15:13,15.79,,United Kingdom
560551,23180,MUM'S KITCHEN CLOCK,1,7/19/2011 12:47,4.95,18041.0,United Kingdom
538917,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,12/15/2010 10:57,9.95,17449.0,United Kingdom
537193,22188,BLACK HEART CARD HOLDER,6,12/5/2010 13:49,3.95,15023.0,United Kingdom
559693,22718,CARD CAT AND TREE ,2,7/11/2011 16:21,0.83,,United Kingdom
565844,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,9/7/2011 12:19,1.25,17442.0,United Kingdom
565840,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,9/7/2011 12:02,4.13,,United Kingdom
554441,23298,SPOTTY BUNTING,6,5/24/2011 12:22,4.95,13213.0,United Kingdom
575602,48187,DOORMAT NEW ENGLAND,1,11/10/2011 12:27,8.25,17059.0,United Kingdom
541422,22174,PHOTO CUBE,1,1/17/2011 17:48,3.29,,United Kingdom
561633,22699,ROSES REGENCY TEACUP AND SAUCER ,261,7/28/2011 14:33,2.55,17949.0,United Kingdom
561098,23301,GARDENERS KNEELING PAD KEEP CALM ,12,7/25/2011 10:56,1.65,14194.0,United Kingdom
581571,85053,FRENCH ENAMEL CANDLEHOLDER,2,12/9/2011 12:00,2.1,15311.0,United Kingdom
569904,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,10/6/2011 16:27,7.95,13023.0,United Kingdom
547042,22852,DOG BOWL VINTAGE CREAM,1,3/20/2011 11:00,8.29,,United Kingdom
541681,72741,GRAND CHOCOLATECANDLE,9,1/20/2011 14:24,1.45,13008.0,United Kingdom
557786,23208,LUNCH BAG VINTAGE LEAF DESIGN,4,6/22/2011 16:01,1.65,15550.0,United Kingdom
